"Word","Freq_KF","Freq_HAL"
"malingered",NA,0
"malingerer",NA,2
"malingerers",NA,9
"malingering",NA,17
"malingers",NA,2
"MALINOVSKY",NA,0
"mallards",NA,44
"malleability",1,44
"mallets",NA,99
"MALLINCKRODT",NA,35
"MALLORY",NA,437
"MALLORY'S",NA,25
"mallow",1,30
"mallows",NA,5
"malls",NA,891
"MALMESBURY",NA,18
"MALMROS",NA,204
"malmsey",1,2
"MALMUD",NA,0
"MALOCCLUSION",6,18
"MALONE",NA,2120
"MALPOSED",NA,0
"malpractices",NA,19
"MALRAUX",NA,38
"MALRAUX'S",NA,0
"Malthusian",NA,73
"malting",NA,49
"maltreated",NA,42
"maltreating",NA,8
"maltreats",NA,0
"malts",NA,211
"maltster",NA,5
"maltsters",NA,3
"malversation",NA,1
"mam",NA,1009
"MAMARONECK",NA,233
"mamas",NA,148
"mambas",NA,8
"mambos",NA,13
"MAME",NA,136
"mammies",NA,8
"mammon",1,96
"mammoths",NA,318
"mammy",NA,76
"mams",NA,13
"MANA",NA,36843
"manacled",NA,50
"manacles",NA,133
"manacling",NA,0
"manageability",1,51
"manageress",NA,5
"manageresses",NA,0
"MANAGUA",NA,130
"MANAS",NA,80
"MANASSAS",NA,664
"manatees",NA,55
"MANDAMUS",1,50
"mandarins",NA,118
"mandates",NA,1681
"mandating",NA,277
"mandatories",NA,3
"MANDERSCHEID",NA,1
"MANDHATA",NA,0
"mandibles",NA,140
"MANDO",NA,443
"mandolins",NA,52
"mandragora",1,36
"mandrake",1,160
"mandrakes",NA,1
"MANDREL",NA,111
"mandrill",NA,58
"mandrills",NA,1
"MANERET",NA,0
"MANFRED",NA,791
"manful",1,4
"manfully",NA,29
"mange",1,241
"mangers",NA,36
"mangier",NA,0
"mangiest",NA,0
"mangily",NA,0
"mangles",NA,120
"mangling",NA,360
"mangoes",NA,125
"mangosteen",NA,0
"mangosteens",NA,1
"mangrove",1,112
"mangroves",NA,47
"manhandled",NA,84
"manhandles",NA,3
"manhandling",NA,33
"manhattans",NA,33
"manholes",NA,69
"manhour",NA,8
"maniacally",NA,78
"manias",NA,57
"MANICLIKE",NA,0
"manicured",NA,134
"manicures",NA,10
"manicuring",NA,6
"manicurists",NA,8
"manifestos",NA,61
"manifests",NA,697
"manifolded",NA,0
"manifolding",NA,2
"manifolds",NA,254
"MANIKINS",NA,19
"MANIN",NA,231
"manioc",NA,15
"maniocs",NA,1
"manipulates",NA,335
"MANJUCRI",NA,0
"MANKOWSKI",NA,21
"MANLEY",NA,548
"MANLEY'S",NA,30
"manlier",NA,3
"manliest",NA,3
"MANN",NA,2865
"MANN'S",NA,109
"mannequins",NA,112
"MANNERHOUSE",NA,0
"MANNING'S",NA,34
"MANNINGHAM",NA,4
"mannish",1,30
"mannishly",NA,0
"mannishness",NA,0
"MANO",NA,893
"manoeuvrability",NA,10
"manoeuvrable",NA,4
"manoeuvre",NA,121
"manoeuvred",NA,13
"manoeuvrer",NA,0
"manoeuvrers",NA,0
"manoeuvres",NA,133
"manoeuvring",NA,23
"manometer",NA,5
"manometers",NA,5
"manometric",NA,1
"manometrical",NA,0
"manometrically",NA,0
"MANON",NA,271
"manorial",1,13
"manque",NA,163
NA,NA,NA
"mans",NA,1161
"mansard",1,8
"mansards",NA,10
"manse",1,33
"manservants",NA,2
"manses",NA,0
"MANTEGNA",NA,44
"mantelpieces",NA,0
"mantels",NA,9
"mantelshelf",NA,2
"mantelshelves",NA,0
"MANTHEY",NA,19
"mantilla",1,23
"mantillas",NA,7
"mantises",NA,22
"mantled",NA,20
"mantles",NA,71
"mantling",NA,9
"mantraps",NA,5
"MANU",NA,604
"manumission",NA,14
"manumissions",NA,2
"manumit",1,3
"manumits",NA,0
"manumitted",NA,2
"manumitting",NA,1
"manured",NA,2
"manures",NA,14
"manuring",NA,1
"MANVILLE",NA,114
"Manx",1,393
"MANYE",NA,2
"MANZANITA",NA,39
"MANZANOLA",NA,0
"Mao",NA,2528
"Maoism",NA,142
"Maoist",NA,493
"Maoists",NA,117
"Maori",1,575
"Maoris",NA,48
"MAPLECREST",NA,1
"mappings",NA,728
"MAQUET",NA,0
"maquis",NA,851
"marabou",NA,29
"marabous",NA,0
"maraschinos",NA,1
"marathons",NA,326
"marauded",NA,2
"marauding",NA,88
"marauds",NA,0
"marbled",NA,151
"lodes",NA,12
"lodestar",NA,15
"lodestars",NA,0
"lodestone",NA,34
"lodestones",NA,10
"lodger",1,96
"lodgers",NA,32
"lodgments",NA,1
"LODLEY",NA,0
"LODOWICK",NA,0
"LOEB",NA,327
"LOEN",NA,222
"LOESER",NA,5
"loess",NA,76
"LOESSER",NA,48
"LOESSER'S",NA,4
"LOEW'S",NA,9
"LOEWE",NA,60
"lofted",NA,60
"loftier",NA,27
"loftiest",NA,20
"loftily",NA,14
"loftiness",NA,12
"lofting",NA,44
"lofts",NA,50
"Logan",NA,2476
"loganberries",NA,6
"loganberry",NA,2
"logarithmic",1,368
"logarithmically",NA,22
"logbooks",NA,123
"loggerheads",NA,31
"loggers",NA,223
"loggia",1,42
"loggias",NA,0
"logicality",NA,2
"logicians",NA,103
"logics",NA,605
"logistically",NA,239
"logjams",NA,5
"logrolling",1,11
"LOHMANS",NA,0
"loincloths",NA,18
"LOIRE",NA,73
"loitered",NA,4
"loiterer",NA,0
"loiterers",NA,9
"loitering",NA,123
"loiters",NA,4
"LOLA",NA,411
"lolled",NA,51
"lollies",NA,26
"lollipops",NA,105
"lollop",NA,3
"lolloped",NA,0
"lolloping",NA,2
"lollops",NA,0
"lolls",NA,6
"LOLOTTE",NA,1
"LOLOTTE'S",NA,0
"LOMBARD",NA,406
"LOND",NA,73
"longboats",NA,6
"longbows",NA,71
"longheaded",NA,2
"longhop",NA,3
"longhops",NA,0
"longingly",NA,117
"LONGINOTTI",NA,0
"longish",NA,243
"longships",NA,29
"longstop",NA,1
"longstops",NA,0
"longitudinally",NA,65
"LONGSTREET",NA,212
"longsuffering",NA,17
"LONGTIME",NA,853
"LONGUE",NA,90
"longueur",NA,19
"longueurs",NA,6
"longwearing",NA,1
"longwindedly",NA,4
"longwindedness",NA,10
"longwise",NA,2
"LONGWOOD",NA,250
"LONSDALE",NA,47
"LONSDALE'S",NA,4
"loo",NA,548
"loofahs",NA,1
"lookers",NA,29
"LOOKIT",NA,64
"lookouts",NA,42
"LOOKY",NA,63
"LOOMIS",NA,531
"loonier",NA,23
"loonies",NA,381
"looniest",NA,7
"loons",NA,360
"loonybins",NA,0
"loopier",NA,5
"loopiest",NA,1
"looping",NA,814
"loos",NA,151
"loosebox",NA,0
"looseboxes",NA,0
"loosed",NA,215
"looses",NA,659
"loosing",NA,1464
"LOOSLI",NA,17
"looters",NA,213
"loots",NA,34
"LOPATNIKOFF'S",NA,0
"LOPER",NA,18
"lopes",NA,237
"loping",NA,45
"lopping",NA,49
"loppings",NA,0
"lops",NA,23
"loquaciously",NA,2
"loquaciousness",NA,3
"loquat",NA,8
"loquats",NA,7
"lor",NA,460
"LORAIN",NA,250
"LORCA",NA,43
"LORDE",NA,75
"lordlier",NA,0
"lordliest",NA,0
"lordliness",NA,5
"lordships",NA,7
"LORELEI",NA,111
"LOREN",NA,3243
"LORENA",NA,425
"lorgnette",1,6
"lorgnettes",NA,0
"Lori",NA,2896
"LORLYN",NA,0
"lorn",1,83
"LORRAIN",NA,16
"LORRAINE",NA,725
"lorries",NA,71
"lorry",1,373
"LOS",NA,78474
"LOTHARIO",NA,13
"LOTTE",NA,48
"lotteries",NA,260
"LOTTIE",NA,26
"lotuses",NA,154
"LOUCHHEIM",NA,0
"loudhailer",NA,3
"loudhailers",NA,1
"loudmouthed",NA,160
"loudmouths",NA,36
"loudness",NA,316
"LOUDON'S",NA,4
"lough",NA,109
"loughs",NA,2
"LOUISIANAN",NA,3
"LOUISIANE",NA,43
"loungers",NA,8
"lour",1,6
"loured",NA,0
"louring",NA,0
"louringly",NA,0
"lours",NA,0
"LOUSIE",NA,7
"lousier",NA,17
"lousiest",NA,24
"lout",1,659
"loutish",NA,14
"louts",NA,93
"LOUVERS",NA,20
"louvre",2,499
"louvred",NA,4
"louvres",NA,8
"lovebirds",NA,152
"lovechildren",NA,0
"LOVEJOY",NA,246
"LOVEJOY'S",NA,24
"LOVELACE",NA,382
"lovelier",NA,19
"LOVERING",NA,3
"loverlike",NA,0
"LOVETT",NA,353
"LOVEWAYS",NA,0
"lovey",NA,78
"LOVIE",NA,71
"LOVIN",NA,645
"LOVINGOOD",NA,0
"lowbrows",NA,2
"LOWE",NA,1437
"LOWE'S",NA,93
"lowed",NA,44
"LOWELL",NA,1485
"LOWELL'S",NA,36
"lowing",NA,61
"lowlander",NA,5
"lowlanders",NA,16
"lowlier",NA,9
"lowliness",NA,5
"LOWN",NA,33
"lowness",NA,9
"LOY",NA,521
"loyaller",NA,0
"loyallest",NA,0
"loyally",NA,62
"lozenges",NA,25
"LUANG",NA,85
"LUBBERLANDERS",NA,0
"lubberly",NA,0
"lubbers",NA,105
"LUBBOCK",NA,622
"LUBELL",NA,30
"LUBLIN",NA,164
"LUBLIN'S",NA,1
"LUBRA",NA,0
"lubricants",NA,447
"lubricates",NA,39
"lubricating",NA,307
"lubrications",NA,8
"lubricator",1,7
"lubricators",NA,0
"lubricious",1,20
"lucerne",1,124
"LUCIA",NA,1395
"LUCIAN",NA,255
"lucidly",1,49
"LUCIEN",NA,771
"LUCIUS",NA,182
"luckiest",NA,173
"luckiness",NA,5
"lucratively",NA,4
"lucre",1,59
"LUCRETIA",NA,263
"LUCRETIUS",NA,50
"Ludd",NA,51
"Luddite",NA,111
"Luddites",NA,66
"ludicrously",NA,107
"LUDIE",NA,0
"LUDLOW",NA,494
"LUDMILLA",NA,27
"ludo",NA,74
"LUDWICK",NA,51
"LUDWIG",NA,1317
"LUECHTEFELD",NA,23
"LUEGER'S",NA,0
"LUETTE",NA,0
"luff",1,109
"luffed",NA,0
"luffing",NA,4
"luffs",NA,2
"LUFTWAFFE",NA,490
"luges",NA,4
"lugger",NA,4
"luggers",NA,0
"lugging",NA,237
"lughole",NA,1
"lugholes",NA,0
"lugs",NA,222
"lugsail",NA,1
"lugsails",NA,0
"lugubrious",1,34
"lugubriously",NA,1
"lugubriousness",NA,1
"LUI",NA,2396
"LUIS",NA,5460
"LUIS'S",NA,6
"LUISA",NA,136
"LUISE",NA,21
"lukewarmly",NA,0
"lukewarmness",NA,3
"LUKUKLU",NA,0
"lullabies",NA,113
"lulling",NA,26
"LULLWATER",NA,1
"LULLY",NA,61
"LULU",NA,277
"lumberjacks",NA,130
"lumberman",NA,3
"lumbermen",NA,5
"lumberroom",NA,0
"lumberrooms",NA,0
"lumbers",NA,36
"lumberyards",NA,17
"LUMIA",NA,3
"LUMIERE",NA,192
"luminously",1,5
"lumme",NA,55
"lummoxes",NA,1
"LUMMUS",NA,5
"LUMPE",NA,5
"lumpier",NA,5
"lumpiest",NA,0
"lumping",NA,375
"LUMUMBA",NA,29
"LUMUMBA'S",NA,0
"lunacies",NA,8
"lunate",NA,1
"lunatics",NA,440
"LUNATION",NA,34
"lunched",NA,32
"lunches",NA,838
"lunching",NA,22
"LUND",NA,1723
"LUNDEEN",NA,29
"LUNDY",NA,304
"lunges",NA,179
"lungfish",NA,84
"lungfishes",NA,1
"lunging",NA,205
"lupin",NA,324
"lupins",NA,11
"LURA",NA,14
"LURAY",NA,21
"LURCAT",NA,0
"lurcher",NA,0
"lurchers",NA,0
"lurches",NA,58
"lures",NA,512
"lurgies",NA,0
"lurgy",NA,4
"luridly",NA,6
"luridness",NA,1
"lusciously",NA,12
"lusciousness",NA,1
"lusher",NA,14
"lushest",NA,2
"LUSIGNAN",NA,56
"lustfully",NA,76
"lustfulness",NA,11
"lustier",NA,3
"lustiest",NA,0
"lustiness",NA,1
"lustrously",NA,0
"lutanist",NA,0
"lutanists",NA,0
"luted",NA,1
"lutes",NA,99
"Lutherans",NA,136
"LUTHULI",NA,1
"LUTIHAW",NA,0
"luting",NA,0
"LUTTE",NA,56
"luv",NA,862
"Luxemburger",NA,25
"Luxemburgers",NA,10
"LUXER",NA,0
"luxuriantly",NA,10
"luxuriously",NA,31
"LUZON",NA,75
"lycee",NA,76
"lycees",NA,6
"lyceum",1,126
"lyceums",NA,0
"lychee",NA,14
"lychees",NA,19
"lychgate",NA,0
"lychgates",NA,0
"LYCIDAS",NA,2
"LYDIA",NA,803
"LYFORD",NA,10
"LYFORD'S",NA,0
"LYIN",NA,94
"LYKING",NA,0
"LYMAN",NA,898
"LYMINGTON",NA,3
"lymphatic",1,1321
"LYMPHOCYTES",NA,387
"lynches",NA,6
"lynching",NA,244
"LYNDON",NA,1353
"lynxes",NA,113
"LYON",NA,1348
"LYOPHILIZED",NA,10
"lyrebird",NA,0
"lyrebirds",NA,2
"lyres",NA,14
"lyrically",NA,282
"lyricisms",NA,1
"LYRIIST",NA,0
"LYTTLETON",NA,22
"mac",NA,111149
"macadam",1,51
"macadamize",NA,0
"macadamized",NA,0
"macadamizes",NA,0
"macadamizing",NA,0
"macaroons",NA,5
"MACASSAR",NA,4
"MACAULAY",NA,279
"MACAULAY'S",NA,6
"macaws",NA,241
"MACCABEUS",NA,3
"MACEDON",NA,284
"Macedonian",NA,4392
"Macedonians",NA,2279
"macerate",1,6
"LEV",1,924
"Levant",NA,161
"levanted",NA,0
"Levantine",NA,14
"Levantines",NA,1
"levanting",NA,0
"levants",NA,0
"levees",NA,21
"LEVEL'S",NA,78
"leveller",NA,10
"levellers",NA,92
"levelling",NA,147
"levered",NA,31
"leveret",NA,2
"leverets",NA,0
"LEVERETT",NA,50
"levering",NA,31
"leviathans",NA,30
"LEVIN",NA,1170
"LEVINGER'S",NA,1
"levitated",NA,54
"levitates",NA,14
"levitating",NA,90
"levitations",NA,15
"levities",NA,1
"LEVITT",NA,190
"LEVITTOWN",NA,109
"levodopa",NA,21
"levying",NA,100
"LEW",NA,1469
"LEW'S",NA,33
"lewder",NA,1
"lewdest",NA,2
"lewdness",NA,71
"LEWELLEYN",NA,0
"LEWELLYN",NA,7
"LEWIS'S",NA,222
"LEWISOHN",NA,89
"LEX",NA,1610
"lexes",NA,2
"lexically",NA,37
"lexicographer",NA,22
"lexicographers",NA,24
"lexicography",1,31
"lexicons",NA,52
"LEXICOSTATISTIC",NA,0
"LEXICOSTATISTICS",NA,1
"lexis",NA,526
"ley",NA,4781
"LEYDEN",NA,56
"leys",NA,65
"LEYTE",NA,166
"LI'L",NA,348
"liaise",NA,62
"liaised",NA,9
"liaises",NA,0
"liaising",NA,18
"liana",NA,69
"lianas",NA,7
"liane",NA,156
"lianes",NA,0
"Lib",NA,13128
"libations",NA,31
"libber",NA,15
"libbers",NA,4
"libelled",NA,35
"libelling",NA,39
"LIBELLOS",NA,0
"libellous",NA,100
"libellously",NA,1
"libels",NA,56
"LIBER",NA,921
"LIBERACE",NA,83
"liberalities",NA,0
"liberalization",NA,411
"liberalized",NA,100
"liberalizes",NA,0
"liberates",NA,61
"liberations",NA,6
"liberators",NA,66
"Liberian",NA,46
"Liberians",NA,26
"LIBERTIE",NA,0
"libidinously",NA,0
"libidinousness",NA,0
"libidos",NA,22
"librarianship",NA,336
"Libras",NA,105
"libretti",NA,12
"librettist",NA,25
"librettists",NA,3
"librettos",NA,13
"Libyans",NA,151
"licence",1,2937
"licences",NA,536
"licensees",NA,544
"licentiate",1,4
"licentiates",NA,0
"licentiously",NA,2
"lichgate",NA,0
"lichgates",NA,0
"licit",1,64
"licentiousness",NA,74
"licitly",NA,1
"lickings",NA,23
"licks",NA,1065
"lido",1,177
"lidos",NA,7
"LIEBERMAN",NA,492
"LIEBLER",NA,1
"Liechtensteiner",NA,1
"Liechtensteiners",NA,0
"lieder",2,212
"lief",NA,131
"liegeman",NA,2
"liegemen",NA,0
"lieges",NA,16
"LIEUT",NA,199
"lieutenancies",NA,0
"lieutenancy",NA,3
"lifebelts",NA,0
"lifebuoys",NA,0
"lifelessly",NA,16
"lifelessness",NA,13
"lifelines",NA,83
"lifers",NA,160
"lifetimes",NA,623
"LIFSON",NA,8
"liftboy",NA,0
"liftboys",NA,0
"liftman",NA,0
"liftmen",NA,0
"ligaments",NA,390
"LIGAND",NA,130
"LIGANDS",NA,51
"ligate",NA,14
"ligated",NA,14471
"ligates",NA,1
"ligating",NA,1
"ligatures",NA,174
"LIGGET",NA,2
"lightbulbs",NA,224
"lightening",NA,823
"LIGHTER'N",NA,0
"lighterage",NA,0
"lightered",NA,0
"lightering",NA,0
"lightships",NA,0
"lightsome",1,0
"lightsomely",NA,0
"lightsomeness",NA,0
"lightweights",NA,75
"LIGHTYEARS",NA,151
"LIGNE",NA,197
"ligneous",1,10
"lignite",NA,28
"LIKEE",NA,7
"likelier",NA,52
"likeliest",NA,52
"likenesses",NA,57
"LIL",NA,1225
"LILA",NA,404
"LILI",NA,231
"LILIAN",NA,174
"LILLIAN",NA,454
"LILLIAN'S",NA,6
"Lilliputians",NA,19
"Lilo",NA,3492
"lilos",NA,0
"lilted",NA,0
"lilts",NA,2
"limbered",NA,9
"limbering",NA,5
"limbers",NA,4
"limbless",1,20
"limbos",NA,13
"limed",NA,9
"limekilns",NA,0
"limericks",NA,199
"limes",NA,187
"limey",NA,158
"limeys",NA,54
"limier",NA,0
"limiest",NA,0
"liming",NA,40
"limitable",NA,2
"limitlessly",NA,4
"limn",NA,33
"limned",NA,9
"limning",NA,3
"limitlessness",NA,2
"limns",NA,0
"limpet",1,27
"limpets",NA,20
"limpidity",NA,0
"limpidly",NA,3
"limpness",NA,14
"limy",1,2
"linchpin",1,44
"linchpins",NA,7
"linctus",NA,5
"LINDBERGH'S",NA,16
"LINDEMANN",NA,99
"LINDEMANNS",NA,1
"linden",7,1016
"lindens",NA,2
"LINDSKOG",NA,9
"lineally",NA,1
"lineaments",NA,11
"lineout",NA,225
"lineouts",NA,18
"linertrain",NA,0
"linertrains",NA,0
"linesmen",NA,60
"ling",1,984
"lingam",NA,78
"lingams",NA,6
"lingerer",NA,0
"lingerers",NA,1
"lingeringly",NA,15
"lingoes",NA,0
"lings",NA,38
"linings",NA,87
"linkages",NA,412
"linkboy",NA,4
"linkboys",NA,0
"linkman",NA,13
"linkmen",NA,0
"linkup",1,69
"linkups",NA,12
"linnet",1,114
"linnets",NA,1
"lino",NA,133
"linocut",NA,0
"linocuts",NA,3
"linotype",NA,198
"linotypes",NA,4
"lintel",1,13
"lintels",NA,9
"LINVILLE",NA,83
"LINZ",NA,464
"lionization",1,2
"lionize",1,10
"lionizes",NA,0
"lionizing",NA,14
"lipids",NA,219
"LIPOWA",NA,2
"LIPPI",NA,13
"LIPPINCOTT",NA,172
"LIPPMAN",NA,136
"LIPPMANN",NA,79
"LIPSON",NA,151
"lipsticks",NA,59
"LIPTON",NA,320
"liquefied",NA,55
"liquefies",NA,7
"liquefying",NA,4
"liquesce",NA,0
"liquesced",NA,0
"liquescent",NA,0
"liquesces",NA,0
"liquescing",NA,0
"liqueurs",NA,37
"liquidates",NA,6
"liquidator",NA,72
"liquidators",NA,178
"liquidized",NA,17
"liquidizer",NA,2
"liquidizers",NA,0
"liquidizes",NA,0
"liquidizing",NA,0
"liquorice",NA,138
"liquors",NA,120
"liras",NA,51
"lire",NA,567
"LISE",NA,307
"lisped",NA,10
"lispingly",NA,0
"lisps",NA,108
"LISS",NA,68
"LISSA",NA,54
"lissom",NA,5
"lissomly",NA,0
"lissomness",NA,0
"LISTE",NA,728
"listenable",NA,193
"LISTENIN",NA,104
"listlessness",NA,32
"LISTON",NA,103
"litanies",NA,18
"literals",NA,223
"literately",NA,2
"literateness",NA,1
"literates",NA,12
"literati",1,111
"lithely",NA,8
"lithographed",NA,35
"lithographic",1,45
"lithographically",NA,6
"lithographing",NA,0
"litigated",NA,123
"litigates",NA,21
"litigating",NA,57
"litigiousness",NA,4
"LITLE",NA,436
"litotes",NA,1
"LITOWSKI",NA,0
"litre",1,655
"litres",NA,353
"LITTA",NA,1
"LITTAU",NA,16
"litterateur",NA,2
"litterateurs",NA,4
"litterbags",NA,0
"litterbins",NA,0
"litterbugs",NA,6
"litterlout",NA,0
"litterlouts",NA,0
"littleness",NA,5
"LITTLEPAGE",NA,1
"LITTLEPAGE'S",NA,0
"littler",NA,68
"LITTLETON'S",NA,2
"littoral",1,64
"littorals",NA,0
"liturgically",NA,8
"liturgies",NA,82
"liveliest",NA,15
"livelihoods",NA,180
"liveries",NA,11
"liverish",1,4
"LIVERMORE",NA,1346
"liverymen",NA,0
"lividly",NA,20
"livings",NA,86
"LIVRES",NA,163
"LIZZIE",NA,168
"LIZZIE'S",NA,3
"llamas",NA,314
"LLEWELLYN",NA,787
"loafers",NA,185
"loafing",NA,58
"loafs",NA,21
"loafsugar",NA,0
"loamier",NA,1
"loamiest",NA,0
"loamy",NA,24
"loaning",NA,177
"loanword",NA,7
"loanwords",NA,11
"loathes",NA,223
"loathlier",NA,0
"loathliest",NA,0
"loathly",1,6
"loathsomely",NA,3
"loathsomeness",NA,8
"lobbed",NA,104
"lobbing",NA,93
"lobbying",NA,1589
"lobbyists",NA,684
"lobed",NA,25
"LOBLOLLY",NA,12
"LOBO",NA,811
"lobotomies",NA,146
"lobs",NA,69
"LOBSCOUSE",NA,1
"lobsterpots",NA,0
"lobsters",NA,322
"localism",NA,49
"localizations",NA,3
"localizes",NA,14
"localizing",NA,184
"locals",NA,2356
"locates",NA,281
"LOCATIN",NA,2
"loch",23,497
"lochs",NA,19
"lockable",NA,95
"LOCKE'S",NA,209
"lockers",NA,411
"lockets",NA,21
"LOCKHEED",NA,1820
"LOCKHEED'S",NA,39
"LOCKIAN",NA,1
"LOCKIES",NA,0
"locknut",NA,18
"locknuts",NA,12
"lockouts",NA,78
"locksmiths",NA,126
"lockstitches",NA,0
"lockups",NA,497
"locum",NA,28
"locums",NA,0
"locusts",NA,135
"locutions",NA,30
"languishes",NA,15
"languorous",NA,20
"languorously",NA,9
"langur",NA,6
"langurs",NA,1
"LANIN'S",NA,1
"lankier",NA,2
"lankiest",NA,0
"lankily",NA,2
"lankiness",NA,0
"lankly",NA,0
"lankness",NA,0
"LANTE",NA,15
"lanternslide",NA,0
"lanternslides",NA,0
"LANTHANUM",NA,56
"lanyards",NA,11
"LANZA",NA,198
"LAO",NA,1858
"LAODICEAN",NA,4
"lapdogs",NA,41
"lapidaries",NA,0
"LAPLACE",NA,171
"LAPPENBERG",NA,0
"LAPPETS",NA,1
"lapwing",1,4
"lapwings",NA,0
"LARAMIE",NA,382
"larboard",1,3
"larcenies",NA,3
"larch",1,128
"larches",NA,1
"larded",NA,11
"larders",NA,9
"larding",NA,2
"lards",NA,0
"largeish",NA,36
"largeness",NA,28
"largo",1,1090
"largos",NA,64
"lariat",1,74
"lariats",NA,2
"LARIMER",NA,35
"LARKIN",NA,857
"LARKIN'S",NA,5
"LARKINS",NA,70
"larkspurs",NA,0
"larrup",NA,0
"larruped",NA,0
"larruping",NA,0
"larrups",NA,0
"LARS",NA,3706
"LARSON",NA,3226
"LARSON'S",NA,141
"laryngeal",1,31
"laryngoscope",NA,2
"laryngoscopes",NA,0
"larynxes",NA,1
"LAS",NA,38199
"lascar",1,1
"lascars",NA,0
"lasers",NA,2231
"lassies",NA,33
"lasciviously",NA,34
"lasciviousness",NA,32
"lassitude",1,29
"lassoed",NA,7
"lassoes",NA,3
"lassoing",NA,6
"LASSUS",NA,81
"LASSWITZ'S",NA,0
"LASWICK",NA,0
"lat",NA,1605
"latching",NA,112
"latchkeys",NA,0
"latecomers",NA,56
"lateen",NA,10
"LATEINER",NA,6
"lateness",NA,164
"laterally",NA,196
"laterals",NA,29
"LATERAN",NA,32
"laterite",NA,81
"lathering",NA,44
"lathers",NA,10
"lathery",NA,1
"lathi",NA,27
"lathis",NA,13
"laths",NA,6
"Latinist",NA,6
"Latinists",NA,5
"latinization",NA,4
"latinizations",NA,0
"latinized",NA,27
"latinizes",NA,0
"latinizing",NA,4
"LATINOVICH",NA,1
"Latins",NA,75
"latish",NA,1
"latitudinal",NA,10
"latitudinarian",1,1
"latitudinarianism",NA,0
"latitudinarians",NA,1
"latrines",NA,38
"LATS",NA,121
"LATTER'S",NA,216
"latterly",NA,30
"latticed",NA,10
"lattices",NA,62
"LATTIMER",NA,214
"LATTIMER'S",NA,67
"LAUCHLI",NA,1
"LAUCHLI'S",NA,0
"laudability",NA,0
"laudable",NA,197
"laudatory",1,40
"LAUDE",NA,320
"lauded",NA,232
"LAUDERDALE",NA,3055
"lauding",NA,68
"lauds",NA,45
"LAUE",NA,27
"laughably",NA,159
"LAUGHLIN",NA,270
"launderer",NA,50
"launderers",NA,77
"launderette",NA,11
"launderettes",NA,6
"launders",NA,22
"laundress",NA,5
"laundresses",NA,1
"laundries",NA,20
"laundromats",NA,254
"laundryman",NA,13
"laundrymen",NA,2
"LAURANCE",NA,33
"laureates",NA,115
"laurelled",NA,0
"LAURI",NA,325
"LAURITSEN",NA,130
"LAURITZ",NA,6
"LAURO",NA,104
"LAUSANNE",NA,1100
"lav",NA,109
"LAVALLADE",NA,0
"LAVATO",NA,0
"lavatories",NA,54
"LAVAUGHN",NA,2
"lave",1,66
"laved",NA,22
"laves",NA,22
"laving",NA,13
"lavishness",NA,7
"LAVOISIER",NA,12
"lavs",NA,9
"LAWFORD",NA,31
"lawfully",NA,500
"lawfulness",NA,42
"lawlessly",NA,9
"lawlessness",NA,284
"LAWMAN'S",NA,0
"LAWRENCEVILLE",NA,556
"laxation",NA,3
"laxations",NA,0
"laxatives",NA,73
"laxer",NA,20
"laxest",NA,4
"laxities",NA,0
"laxity",1,55
"laxly",NA,2
"layabout",NA,27
"layabouts",NA,27
"layby",NA,8
"laybys",NA,0
"layette",1,2
"layettes",NA,0
"layman",3,501
"layovers",NA,23
"LAYTON",NA,189
"lazaret",NA,1
"lazarets",NA,0
"lazaretto",NA,0
"lazarettos",NA,0
"Lazaruses",NA,2
"lazed",NA,4
"lazes",NA,6
"lazier",NA,57
"laziest",NA,78
"laziness",NA,831
"lazing",NA,41
"LAZZERI",NA,7
"LE",NA,50751
"lea",34,1683
"leached",NA,49
"leaching",NA,146
"LEADSMAN",NA,0
"leafage",1,0
"leafier",NA,0
"leafing",NA,101
"leafless",1,17
"LEAFMOLD",NA,0
"leafs",NA,1018
"LEAGUER",NA,142
"LEAGUERS",NA,399
"leaguing",NA,0
"leakages",NA,17
"leakier",NA,4
"leakiest",NA,0
"leakily",NA,0
"leakiness",NA,3
"leaking",NA,1649
"leal",1,136
"LEALE",NA,4
"LEAMINGTON",NA,84
"leaner",NA,288
"leanest",NA,20
"leanings",NA,477
"leanness",NA,20
"leant",NA,85
"LEAR",NA,612
"learnedly",NA,3
"learner",NA,759
"learnt",NA,1390
"LEARY",NA,752
"leas",NA,152
"leasehold",NA,26
"leaseholders",NA,5
"leastways",NA,16
"leastwise",NA,7
"LEASURE",NA,116
"leatherette",NA,70
"leathering",NA,1
"LEATHERMAN",NA,499
"leathernecks",NA,40
"leaved",NA,42
"leavenings",NA,0
"leavens",NA,16
"LEAVENWORTH",NA,124
"LEAVIN",NA,99
"LEAVITT",NA,292
"LEAVITT'S",NA,36
"LEBENSRAUM",NA,62
"lech",NA,220
"leched",NA,1
"lecheries",NA,0
"lecherously",NA,7
"lecherousness",NA,4
"lechers",NA,6
"leches",NA,12
"leching",NA,6
"LECKY",NA,60
"lecterns",NA,4
"lecturers",NA,469
"lectureship",NA,63
"lectureships",NA,32
"LEDFORD",NA,40
"LEDOUX",NA,80
"LEDYARD",NA,126
"lee",NA,39039
"leeches",NA,1596
"LEEDS",NA,2484
"leeks",NA,118
"leerier",NA,0
"leeriest",NA,0
"leeringly",NA,1
"leers",NA,27
"lees",1,668
"LEESONA",NA,0
