"POS","ID","PosScore","NegScore","SynsetTerms"
"n",222376,0,0,"fell"
"n",222485,0,0,"suicide self-destruction self-annihilation"
"n",222766,0,0.125,"self-destruction"
"n",222939,0,0,"assisted_suicide"
"n",223144,0,0,"physician-assisted_suicide"
"n",223268,0,0,"felo-de-se"
"n",223362,0,0,"seppuku harikari harakiri hara-kiri"
"n",223575,0,0,"suttee"
"n",223720,0,0,"liquidation elimination"
"n",223854,0,0,"slaughter"
"n",223983,0,0.25,"slaughter massacre mass_murder carnage butchery"
"n",224260,0,0.25,"bloodshed bloodletting bloodbath battue"
"n",224599,0,0.125,"lynching"
"n",224738,0,0,"poisoning"
"n",224936,0,0,"gassing"
"n",225070,0,0,"regicide"
"n",225150,0,0,"shooting"
"n",225361,0,0,"drive-by_shooting"
"n",225484,0,0,"wing_shooting"
"n",225593,0,0,"suffocation asphyxiation"
"n",225786,0,0,"throttling strangulation strangling choking"
"n",226107,0,0,"spasm"
"n",226319,0,0,"squeeze"
"n",226511,0,0.75,"bronchospasm"
"n",226711,0,0.625,"cardiospasm"
"n",226951,0,0.5,"retch heave"
"n",227137,0,0,"laryngismus"
"n",227264,0,0,"strangulation"
"n",227484,0,0,"carjacking"
"n",227595,0,0,"sacrifice ritual_killing"
"n",227848,0,0,"hecatomb"
"n",227969,0,0,"immolation"
"n",228078,0,0,"electrocution"
"n",228181,0,0,"decapitation beheading"
"n",228283,0,0,"abolition abolishment"
"n",228535,0,0,"settlement liquidation"
"n",228762,0,0.25,"viaticus_settlement viatical_settlement"
"n",228911,0,0,"withdrawal drug_withdrawal"
"n",229034,0.25,0,"cold_turkey"
"n",229260,0,0,"shutdown closure closing closedown"
"n",229587,0,0,"plant_closing"
"n",229688,0,0,"bank_closing"
"n",229814,0,0,"layoff"
"n",229934,0,0.125,"quenching extinguishing extinction"
"n",230172,0,0,"fade disappearance"
"n",230324,0,0,"abortion"
"n",230475,0,0,"stillbirth spontaneous_abortion miscarriage"
"n",230703,0.5,0,"habitual_abortion"
"n",230824,0,0,"threatened_abortion imminent_abortion"
"n",230997,0,0.5,"partial_abortion incomplete_abortion"
"n",231161,0,0,"induced_abortion"
"n",231315,0,0,"feticide aborticide"
"n",231412,0,0,"therapeutic_abortion"
"n",231567,0,0,"override nullification"
"n",231887,0,0,"repeal annulment abrogation"
"n",232147,0,0,"derogation"
"n",232386,0,0,"cancellation"
"n",232604,0.125,0,"write-off"
"n",232765,0,0,"civil_death attainder"
"n",232863,0,0,"rescission recission"
"n",233212,0,0.125,"vitiation"
"n",233386,0,0,"neutralization neutralisation counteraction"
"n",233614,0,0,"defusing deactivation"
"n",233795,0,0,"inactivation deactivation"
"n",233980,0,0,"honorable_discharge"
"n",234105,0,0,"dishonorable_discharge"
"n",234277,0.125,0.5,"section_eight"
"n",234423,0,0,"neutralization neutralisation"
"n",234675,0,0,"neutralization neutralisation"
"n",234892,0,0,"reversal"
"n",235074,0,0,"undoing"
"n",235208,0,0,"reversion retroversion retrogression regression regress"
"n",235435,0,0,"start commencement beginning"
"n",236194,0,0,"springboard point_of_departure jumping-off_point"
"n",236581,0,0,"rise_to_power accession"
"n",236821,0,0,"activation"
"n",236953,0,0,"tone-beginning attack"
"n",237078,0,0,"organization organisation formation establishment constitution"
"n",237705,0,0,"re-establishment"
"n",237869,0,0,"creation"
"n",238022,0,0,"unveiling launching introduction first_appearance entry debut"
"n",238326,0,0,"induction_of_labor"
"n",238527,0,0,"induction"
"n",238778,0,0,"hypnogenesis"
"n",238871,0,0,"product_introduction"
"n",239024,0,0,"face-off"
"n",239230,0,0,"opening_move opening3 initiative first_step"
"n",239483,0,0,"groundbreaking_ceremony groundbreaking"
"n",239666,0,0,"housing_start"
"n",239766,0,0,"icebreaker"
"n",239910,0,0,"startup inauguration"
"n",240184,0,0,"origination introduction institution instauration innovation initiation founding foundation creation"
"n",240754,0,0,"paternity authorship"
"n",240938,0,0,"instalment installment installing installation"
"n",241245,0,0,"jump_ball"
"n",241507,0,0,"kickoff"
"n",241699,0,0,"starting start"
"n",242003,0,0,"resumption recommencement"
"n",242146,0,0,"scrummage scrum"
"n",242431,0,0,"startup"
"n",242583,0,0,"unionization unionisation"
"n",242808,0,0,"rousing arousal"
"n",243102,0,0,"reveille"
"n",243237,0,0,"ushering_in"
"n",243373,0,0,"inauguration inaugural"
"n",243577,0,0,"curtain_raiser"
"n",243662,0,0,"first_base"
"n",243813,0,0,"peace_initiative"
"n",243918,0,0,"preparation cooking cookery"
"n",246341,0,0,"baking"
"n",246460,0,0.125,"shirring"
"n",246552,0,0,"toasting browning"
"n",246754,0,0,"grilling broiling broil"
"n",246940,0,0,"sauteing frying"
"n",247081,0,0,"fusion_cooking"
"n",247229,0,0,"braising"
"n",247342,0,0.125,"poaching"
"n",247442,0,0,"roasting"
"n",247654,0,0,"barbecuing"
"n",247792,0,0,"stewing simmering boiling"
"n",247955,0,0,"basting"
"n",248063,0,0,"tenderization tenderisation"
"n",248252,0,0,"percolation"
"n",248368,0,0,"seasoning"
"n",248534,0,0,"salting"
"n",248636,0,0,"sweetening"
"n",248748,0,0,"infusion"
"n",248977,0,0,"improvement"
"n",249501,0,0,"progress advancement"
"n",249780,0,0,"promotion furtherance forwarding"
"n",249987,0,0,"stride"
"n",250143,0,0,"workflow work_flow"
"n",250259,0,0,"development"
"n",250597,0,0,"broadening"
"n",250710,0.5,0,"working_out elaboration"
"n",250882,0,0,"product_development"
"n",251013,0,0,"cleanup cleansing cleaning"
"n",251520,0,0,"disinfestation"
"n",251636,0,0,"spring-cleaning"
"n",251780,0,0,"scrubbing scrub scouring"
"n",252020,0,0,"swabbing mopping"
"n",252169,0,0,"dry_cleaning"
"n",252307,0,0,"sweeping"
"n",252430,0,0,"purging purge"
"n",252662,0,0,"purging purge purgation"
"n",252894,0.375,0,"purification"
"n",253070,0.125,0,"purification purgation"
"n",253270,0,0,"purification"
"n",253395,0.375,0,"katharsis catharsis abreaction"
"n",253577,0,0,"purgation katharsis catharsis"
"n",253773,0,0,"high_colonic"
"n",253919,0,0,"sterilization sterilisation"
"n",254166,0,0.75,"pasteurization pasteurisation"
"n",254415,0.625,0,"sanitization sanitisation sanitation"
"n",254597,0,0,"epilation depilation"
"n",254769,0,0,"shaving shave"
"n",254922,0,0,"tonsure"
"n",255065,0,0,"electrolysis"
"n",255214,0,0,"washup bathing"
"n",255450,0,0,"ablution"
"n",255600,0,0,"washup dishwashing"
"n",255710,0,0,"washing wash lavation"
"n",256122,0,0,"washing-up"
"n",256217,0,0,"window-washing"
"n",256309,0,0,"rinse"
"n",256407,0,0,"rinse"
"n",256501,0,0,"soaking soak"
"n",256620,0,0,"brushing brush"
"n",256746,0,0,"combing comb"
"n",256961,0,0,"teasing comb-out"
"n",257115,0,0,"shampoo"
"n",257228,0,0,"hairdressing haircare hair_care"
"n",257468,0,0,"hairweaving"
"n",257580,0,0,"shower_bath shower"
"n",257770,0,0,"bath"
"n",257969,0,0,"bubble_bath"
"n",258093,0,0.25,"mikvah"
"n",258301,0.125,0.25,"mud_bath"
"n",258403,0,0,"sponge_bath"
"n",258530,0,0,"vapour_bath vapor_bath turkish_bath steam_bath"
"n",258695,0,0,"rubdown"
"n",258854,0,0,"rectification correction"
"n",259177,0.125,0.125,"remedy remediation redress"
"n",259392,0,0,"salve"
"n",259544,0.125,0,"retribution"
"n",259643,0,0,"recompense compensation"
"n",259894,0,0.125,"indemnification"
"n",260051,0,0,"optimization optimisation"
"n",260494,0,0,"perfection"
"n",260622,0.125,0,"reform"
"n",260881,0,0,"land_reform"
"n",261029,0.125,0,"melioration betterment amelioration"
"n",261258,0,0,"self-reformation self-improvement"
"n",261405,0.625,0,"reform"
"n",261604,0.125,0,"beautification"
"n",261797,0.5,0,"beauty_treatment"
"n",261972,0,0,"glamourization glamourisation glamorization glamorisation"
"n",262249,0,0,"decoration"
"n",262596,0.375,0,"adornment"
"n",262743,0,0,"ornamentation embellishment"
"n",262908,0,0,"window_dressing"
"n",263000,0,0,"trimming"
"n",263164,0,0,"tessellation"
"n",263272,0,0,"figuration"
"n",263353,0,0,"tattoo"
"n",263492,0,0.125,"tittivation titivation"
"n",263642,0,0,"marking"
"n",263813,0,0,"lineation"
"n",263947,0,0,"mottling"
"n",264088,0,0,"striping"
"n",264192,0,0,"clearing clarification"
"n",264366,0,0,"enrichment"
"n",264529,0,0,"fortification"
"n",264775,0,0,"humanization humanisation"
"n",264913,0.25,0,"modernization modernisation"
"n",265119,0,0,"renovation redevelopment overhaul"
"n",265472,0,0,"facelift face_lifting face_lift"
"n",265773,0,0,"moralization moralisation"
"n",265992,0.375,0,"sweetening enhancement"
"n",266149,0,0,"upturn"
"n",266253,0,0,"worsening"
"n",266401,0,0,"downturn downswing"
"n",266560,0,0.125,"downspin"
"n",266645,0,0,"ventilation airing"
"n",266806,0,0,"reparation repair mending mend fixture fixing fix"
"n",267217,0,0,"darning"
"n",267349,0,0,"patching"
"n",267522,0.5,0,"upkeep maintenance care"
"n",267821,0.5,0,"camera_care"
"n",267917,0.5,0,"car_care"
"n",268025,0,0.75,"oil_change"
"n",268112,0,0,"service4 overhaul inspection_and_repair"
"n",268341,0,0,"interim_overhaul"
"n",268457,0,0,"quicky quickie quick_fix band_aid"
"n",268557,0,0,"restoration"
"n",268824,0,0,"gentrification"
"n",269018,0.125,0,"renewal rehabilitation reclamation"
"n",269258,0,0,"reconstruction"
"n",269471,0,0.25,"anastylosis"
"n",269674,0.5,0,"makeover"
"n",269856,0,0,"refabrication reassembly"
"n",269963,0,0,"regeneration re-formation"
"n",270186,0,0,"rebuilding"
"n",270275,0,0,"restitution"
"n",270403,0,0,"pump_priming"
"n",270539,0.125,0,"scheduled_maintenance"
"n",270648,0,0,"steam_fitting"
"n",270800,0,0,"coaching_job coaching"
"n",270919,0,0,"engagement booking"
"n",271155,0,0,"gig"
"n",271263,0.25,0,"degradation debasement"
"n",271636,0,0,"dehumanization dehumanisation"
"n",271879,0,0,"brutalization brutalisation animalization animalisation"
"n",272123,0,0,"barbarization barbarisation"
"n",272303,0.125,0,"bastardization bastardisation"
"n",272448,0.625,0,"subversion corruption"
"n",272713,0.375,0,"demoralization demoralisation"
"n",272878,0,0,"stultification impairment deadening constipation"
"n",273077,0,0,"vulgarization vulgarisation popularization popularisation"
"n",273319,0.625,0,"profanation"
"n",273449,0.625,0.375,"humiliation abasement"
"n",273601,0,0.25,"comedown"
"n",273690,0.125,0,"change_of_color"
"n",273877,0,0,"whitening lightening"
"n",274009,0,0,"bleach"
"n",274206,0,0.375,"etiolation"
"n",274437,0,0,"darkening blackening"
"n",274586,0,0,"obfuscation"
"n",274707,0,0,"discolouration discoloration"
"n",274941,0,0,"colouring coloring"
"n",275151,0,0,"tinting"
"n",275307,0,0,"hair_coloring"
"n",275424,0,0,"dyeing"
"n",275572,0,0,"staining"
"n",275751,0,0,"gram_stain gram_method gram's_stain gram's_procedure gram's_method"
"n",276189,0,0.125,"environmentalism"
"n",276342,0,0,"fixing fixation"
"n",276620,0,0,"soilure soiling dirtying"
"n",276813,0,0,"staining spotting maculation"
"n",276987,0,0,"pollution contamination"
"n",277267,0,0,"dust_contamination"
"n",277376,0,0,"wetting"
"n",277569,0,0,"submersion immersion ducking dousing"
"n",277811,0,0,"sousing souse soaking drenching"
"n",278040,0,0,"moistening dampening"
"n",278221,0,0,"splashing splash"
"n",278403,0,0,"watering"
"n",278555,0,0,"sprinkling sprinkle sparge"
"n",278810,0,0,"mastication manduction chewing chew"
"n",279136,0,0,"chomping"
"n",279235,0.125,0.25,"mumbling gumming"
"n",279377,0,0,"rumination"
"n",279534,0,0,"bruxism"
"n",279674,0,0.375,"defoliation"
"n",279835,0,0,"movement move motion"
"n",280586,0,0,"movement1"
"n",280853,0,0,"coming approaching approach"
"n",281132,0,0,"access"
"n",281291,0,0,"backdoor back_door"
"n",281462,0,0,"closure closing"
"n",281752,0,0,"landing_approach"
"n",281898,0,0,"wave-off overshoot go-around"
"n",282050,0.125,0,"progression progress procession onward_motion forward_motion advancement advance"
"n",282485,0,0.125,"push"
"n",282613,0,0,"life_history career"
"n",282840,0,0.125,"march"
"n",282953,0.25,0.125,"plain_sailing easy_going clear_sailing"
"n",283127,0,0,"travel locomotion"
"n",283450,0,0,"brachiation"
"n",283568,0,0,"walking walk"
"n",283951,0,0,"ambulation"
"n",284101,0,0,"stroll saunter promenade perambulation amble"
"n",284409,0,0,"ramble meander"
"n",284544,0,0,"constitutional"
"n",284665,0,0,"foot"
"n",284798,0,0,"walk"
"n",285141,0,0,"somnambulism somnambulation sleepwalking noctambulism noctambulation"
"n",285387,0,0,"somniloquy somniloquism sleep_talking"
"n",285557,0,0,"step"
"n",285889,0,0,"tread stride pace"
"n",286112,0,0,"pas"
"n",286240,0,0,"trip"
"n",286360,0,0,"sidestep"
"n",286497,0,0,"gait"
"n",286756,0,0.125,"limp hobble hitch"
"n",286957,0,0,"gait"
"n",287142,0,0,"walk"
"n",287276,0,0,"single-foot rack"
"n",287449,0,0,"jog_trot"
"n",287561,0,0,"trot"
"n",287762,0,0,"rising_trot"
"n",287889,0,0,"sitting_trot"
"n",288000,0,0,"dressage"
"n",288190,0,0,"vaulting curvet"
"n",288384,0,0,"piaffe"
"n",288486,0,0,"lope canter"
"n",288671,0,0,"gallop"
"n",288880,0,0,"footstep"
"n",288970,0,0,"tramp hiking hike"
"n",289175,0,0.5,"trudge"
"n",289267,0,0,"flounce"
"n",289388,0,0.25,"stumble stagger lurch"
"n",289555,0,0,"pacing"
"n",289659,0,0,"roll3"
"n",289737,0,0.375,"saunter"
"n",289906,0,0,"skip"
"n",290015,0,0,"stalk angry_walk"
"n",290125,0.125,0.5,"swagger strut prance"
"n",290276,0,0,"lurch lunge"
"n",290406,0,0,"waddle"
"n",290579,0,0,"marching march"
"n",291004,0,0,"countermarch"
"n",291154,0.25,0,"goose_step"
"n",291286,0,0,"last_mile"
"n",291400,0,0,"lockstep"
"n",291663,0,0,"promenade"
"n",291796,0,0,"quick_march"
"n",291876,0,0,"routemarch"
"n",291965,0,0,"plodding plod"
"n",292125,0,0,"prowl"
"n",292269,0,0,"moonwalk"
"n",292386,0,0,"perambulation"
"n",292599,0,0,"turn2"
"n",292712,0,0,"shuffling shuffle shambling shamble"
"n",292981,0.375,0,"space_walk"
"n",293125,0,0,"moonwalk"
"n",293307,0,0,"wading"
"n",293417,0,0,"walkabout"
"n",293545,0,0,"walkabout"
"n",293657,0,0,"walkabout"
"n",293753,0,0,"walk-through"
"n",293916,0,0,"running run"
"n",294190,0,0,"trot lope jog"
"n",294366,0,0,"dogtrot"
"n",294452,0,0,"sprint dash"
"n",294577,0,0,"fast_break"
"n",294748,0,0.125,"break4"
"n",294868,0,0,"creeping creep crawling crawl"
"n",295172,0,0,"lap circuit circle"
"n",295422,0,0,"pace_lap"
"n",295563,0,0,"victory_lap lap_of_honour"
"n",295701,0,0,"travelling traveling travel"
"n",296263,0,0,"circumnavigation"
"n",296478,0,0,"peregrination"
"n",296585,0,0,"procession"
"n",296946,0,0,"traverse traversal"
"n",297062,0.375,0,"wandering vagabondage roving"
"n",297318,0,0,"wayfaring"
"n",297404,0,0,"drifting"
"n",297532,0,0,"crossing"
"n",297657,0,0,"fording ford"
"n",297863,0,0,"shallow_fording"
"n",297951,0,0,"deep_fording"
"n",298047,0,0,"traverse traversal"
"n",298161,0,0,"touristry tourism"
"n",298351,0.125,0,"ecotourism"
"n",298497,0,0,"driving"
"n",299112,0,0,"motoring"
"n",299217,0,0,"riding horseback_riding"
"n",299680,0,0,"roping"
"n",299826,0,0,"bronco_busting"
"n",299933,0,0,"endurance_riding"
"n",300037,0,0,"pack_riding"
"n",300113,0,0,"trail_riding"
"n",300206,0.25,0,"calf_roping"
"n",300333,0.5,0,"steer_roping"
"n",300441,0,0,"aviation air_travel air"
"n",301192,0,0,"flight"
"n",301443,0,0,"connecting_flight"
"n",301598,0,0.125,"direct_flight"
"n",301728,0,0,"domestic_flight"
"n",301857,0,0,"international_flight"
"n",302001,0,0,"nonstop_flight nonstop"
"n",302185,0,0,"redeye_flight redeye"
"n",302394,0,0,"flying flight"
"n",302861,0,0,"stunting stunt_flying aerobatics acrobatics"
"n",303049,0,0.5,"blind_landing blind_flying"
"n",303221,0,0,"ballooning"
"n",303297,0,0,"flypast flyover fly-by"
"n",303495,0,0,"soaring sailplaning sailing gliding glide"
"n",303748,0,0,"hang_gliding"
"n",303849,0,0,"parachuting jump"
"n",304040,0.125,0,"skydiving"
"n",304208,0,0,"maiden_flight"
"n",304349,0,0,"parasailing paragliding"
"n",304442,0,0,"overflight"
"n",304592,0,0,"pass"
"n",304729,0,0,"solo"
"n",304851,0,0,"sortie"
"n",305005,0,0,"touchdown"
"n",305153,0,0,"airplane_landing aircraft_landing"
"n",305326,0,0.375,"ground-controlled_approach gca"
"n",305519,0,0.375,"crash_landing"
"n",305707,0,0,"three-point_landing"
"n",305858,0,0,"instrument_landing"
"n",305980,0,0,"splashdown"
"n",306102,0,0,"takeoff"
"n",306210,0,0,"tailspin spin"
"n",306318,0,0.375,"terrain_flight low_level_flight"
"n",306426,0,0,"journeying journey"
"n",306900,0,0,"stage leg"
"n",307102,0,0,"staging"
"n",307176,0,0,"leg"
"n",307314,0,0,"fare-stage"
"n",307455,0,0,"commute"
"n",307631,0,0,"ride drive"
"n",308073,0,0,"long_haul"
"n",308208,0,0,"mush"
"n",308279,0,0,"odyssey"
"n",308370,0,0,"trip"
"n",308681,0,0,"junket"
"n",308779,0,0,"round_trip"
"n",308871,0,0,"run"
"n",309011,0,0,"run6"
"n",309115,0,0,"transit passage"
"n",309276,0,0,"lift1"
"n",309368,0,0,"joyride"
"n",309540,0,0,"spin"
"n",309647,0,0,"expedition"
"n",309802,0,0,"scouting_trip"
"n",309906,0,0,"safari hunting_expedition campaign"
"n",310063,0,0,"geographic_expedition exploration"
"n",310201,0,0,"excursion digression"
"n",310347,0,0.5,"trek"
"n",310425,0,0.875,"shlep schlep"
"n",310516,0,0,"trek"
"n",310666,0,0,"tour circuit"
"n",311091,0.375,0,"grand_tour"
"n",311195,0.375,0,"grand_tour"
"n",311381,0,0,"itineration"
"n",311528,0,0,"on_tour on_the_road"
"n",311687,0,0,"pilgrimage pilgrim's_journey"
"n",311809,0,0.125,"sashay pleasure_trip outing junket jaunt expedition excursion"
"n",312160,0.25,0,"junketing"
"n",312266,0,0,"airing"
"n",312403,0,0,"field_trip"
"n",312553,0,0,"voyage"
"n",312691,0,0,"way"
"n",312784,0,0,"voyage ocean_trip"
"n",312932,0,0,"sail cruise"
"n",313096,0.375,0,"maiden_voyage"
"n",313245,0,0,"crossing"
"n",313385,0,0,"lockage"
"n",313502,0,0,"spaceflight spacefaring space_travel"
"n",313647,0,0,"water_travel seafaring"
"n",313806,0,0,"sailing"
"n",313971,0,0,"luff"
"n",314094,0,0,"beat0"
"n",314271,0,0,"ministry"
"n",314395,0,0,"tack"
"n",314469,0,0,"seafaring sailing navigation"
"n",315307,0,0,"cabotage"
"n",315390,0,0,"yachting boating"
"n",315534,0.125,0,"bareboating"
"n",315700,0,0,"commuting commutation"
"n",315830,0,0,"displacement deracination"
"n",315986,0,0,"transportation transport transferral transfer conveyance"
"n",316460,0,0,"transshipment"
"n",316594,0,0,"lift0 airlift"
"n",316806,0,0,"berlin_airlift"
"n",316989,0,0,"connexion connection"
"n",317207,0,0,"delivery bringing"
"n",317485,0,0,"cattle_drive"
"n",317594,0,0,"drive"
"n",317709,0,0,"airdrop"
"n",317917,0,0,"consignment"
"n",318035,0,0,"passage0 handing_over"
"n",318186,0,0,"post1"
"n",318391,0,0,"serving service_of_process service3"
"n",318567,0,0,"relay"
"n",318735,0,0,"carry"
"n",319176,0,0,"pickup"
"n",319312,0,0,"packing backpacking"
"n",319513,0,0,"piggyback"
"n",319608,0,0,"fireman's_carry"
"n",319717,0,0,"portage"
"n",319825,0,0.125,"porterage"
"n",319939,0,0,"pursuit pursual following chase"
"n",320284,0,0,"trailing tracking"
"n",320486,0,0,"tailing shadowing"
"n",320625,0,0,"stalking stalk"
"n",320742,0,0.375,"wild-goose_chase"
"n",320852,0,0,"intromission introduction insertion"
"n",321195,0,0,"intubation canulization canulisation canulation cannulization cannulisation cannulation"
"n",321562,0,0,"catheterization catheterisation"
"n",321731,0,0,"instilment instillment instillation"
"n",321956,0,0,"inclosure envelopment enclosure enclosing"
"n",322228,0,0,"packing boxing"
"n",322391,0,0,"bundling"
"n",322488,0,0,"incasement encasement"
"n",322634,0,0,"injection"
"n",322778,0,0,"epidural_injection"
"n",322962,0,0,"intradermal_injection"
"n",323056,0,0,"intramuscular_injection"
"n",323152,0,0,"intravenous_injection"
"n",323262,0,0,"fix"
"n",323436,0,0,"subcutaneous_injection"
"n",323532,0,0,"infusion"
"n",323766,0,0,"exchange_transfusion"
"n",323923,0,0,"transfusion"
"n",324056,0,0,"transfusion blood_transfusion"
"n",324233,0,0,"perfusion"
"n",324384,0,0,"rise ascent ascension ascending"
"n",324699,0,0,"levitation"
"n",324834,0,0,"heaving heave"
"n",324978,0,0,"tightrope_walking funambulism"
"n",325110,0,0,"mount climb"
"n",325364,0,0,"scaling"
"n",325502,0,0.25,"clamber"
"n",325631,0,0,"escalade"
"n",325785,0,0,"mountaineering mountain_climbing"
"n",325975,0,0.5,"alpinism"
"n",326094,0,0,"rock_climbing"
"n",326291,0,0,"zoom soar"
"n",326440,0,0,"descent"
"n",326677,0,0,"nosedive nose_dive dive"
"n",326809,0,0,"rappel abseil"
"n",327033,0,0,"swoop"
"n",327134,0,0,"power_dive"
"n",327279,0,0,"crash_dive"
"n",327366,0,0,"drop"
"n",327510,0,0,"flop collapse"
"n",327683,0,0.125,"lowering letting_down"
"n",327824,0,0,"vacillation swinging swing"
"n",328015,0,0,"return"
"n",328230,0,0,"reentry"
"n",328327,0,0,"remand"
"n",328502,0,0,"slide glide coast"
"n",328885,0,0,"slippage"
"n",329031,0,0.25,"slip3 skid sideslip"
"n",329227,0,0,"stream flow"
"n",329468,0,0,"snowboarding"
"n",329619,0,0,"spillage spill release0"
"n",329819,0,0,"overflow outpouring flood"
"n",329943,0,0,"effusion"
"n",330035,0,0,"crawl"
"n",330160,0,0,"speeding speed hurrying"
"n",330457,0,0,"speedup quickening acceleration"
"n",330674,0,0,"deceleration"
"n",330836,0,0,"scudding scud"
"n",330984,0,0,"translation displacement"
"n",331102,0,0,"transplanting transplantation transplant"
"n",331531,0,0,"troop_movement"
"n",331655,0,0,"shifting shift"
"n",331950,0,0.125,"movement move motion motility"
"n",333037,0,0,"abduction"
"n",333203,0,0,"adduction"
"n",333366,0,0,"agitation"
"n",333572,0,0,"body_english"
"n",333733,0,0,"circumduction"
"n",333829,0,0,"disturbance"
"n",334174,0,0,"foetal_movement fetal_movement"
"n",334356,0,0.125,"flit dart"
"n",334509,0,0,"gesture"
"n",334711,0,0,"headshaking headshake"
"n",334935,0.25,0,"thrusting thrust poking poke jabbing jab"
"n",335285,0,0,"mudra"
"n",335384,0,0,"inclining inclination"
"n",335653,0,0,"inversion everting eversion"
"n",335814,0,0,"upending inversion"
"n",335988,0,0.25,"saccade jolt jerking jerk"
"n",336274,0,0,"bob"
"n",336430,0,0,"nod"
"n",336561,0,0.25,"nutation"
"n",336654,0,0,"stoop"
"n",336805,0,0,"kicking kick"
"n",337078,0,0,"kneeling kneel"
"n",337210,0,0,"pitching pitch lurch"
"n",337486,0,0,"eye_movement"
"n",337605,0,0.625,"nystagmus"
"n",337844,0,0,"physiological_nystagmus"
"n",338088,0,0,"rotational_nystagmus"
"n",338271,0,0,"saccade"
"n",338404,0,0,"post-rotational_nystagmus"
"n",338641,0,0,"opening"
"n",338821,0,0,"rearrangement"
"n",338994,0,0,"juggling juggle"
"n",339173,0.125,0.5,"musical_chairs"
"n",339463,0.125,0,"reordering"
"n",339646,0,0,"permutation"
"n",339776,0,0,"transposition reversal"
"n",339907,0,0,"transposition"
"n",340192,0,0,"passing overtaking"
"n",340463,0,0,"shuffling shuffle make"
"n",340662,0,0,"reshuffling reshuffle"
"n",340838,0,0,"riffle"
"n",340989,0,0,"twiddle"
"n",341109,0,0,"prostration"
"n",341243,0,0,"stretch reaching reach"
"n",341435,0,0,"reciprocation"
"n",341548,0,0,"reclining"
"n",341695,0,0,"retraction"
"n",341890,0,0,"retroflexion retroflection"
"n",342028,0,0,"rotation rotary_motion"
"n",342424,0,0,"circumvolution"
"n",342565,0,0,"feathering feather"
"n",342755,0,0,"whirling gyration"
"n",342916,0,0,"pivot"
"n",343091,0,0,"pronation"
"n",343249,0,0,"whirl twisting twist twirl spin"
"n",343606,0,0,"spiral"
"n",343730,0,0,"pirouette"
"n",343894,0,0,"logrolling birling"
"n",344040,0,0,"shutting closing"
"n",344259,0,0,"sitting"
"n",344421,0,0,"sitting posing"
"n",344699,0,0,"snap2"
"n",344942,0,0,"squatting squat"
"n",345149,0,0,"sweep"
"n",345297,0,0,"supination"
"n",345454,0,0,"twist3 turn"
"n",345641,0,0,"winding wind twist2"
"n",345817,0,0.125,"toss"
"n",345926,0,0,"vibration quivering quiver"
"n",346095,0,0,"wave"
"n",346296,0,0,"reorientation change_of_direction"
"n",346532,0,0,"turn"
"n",346693,0,0,"turnaround turnabout reversion reverse reversal"
"n",346936,0,0,"about_turn about-face"
"n",347087,0,0,"u-turn"
"n",347180,0,0,"shaking"
"n",347359,0,0.25,"joggle jiggle"
"n",347490,0,0,"stirring"
"n",347652,0,0,"waggle wag shake"
"n",347853,0,0,"worrying"
"n",348008,0,0.125,"tilt sway rock careen"
"n",348312,0,0.125,"upset turnover overturn"
"n",348571,0,0,"waver flutter flicker"
"n",348801,0,0.5,"tremor shudder"
"n",348953,0,0,"outreach"
"n",349080,0,0,"standing"
"n",349213,0,0,"straddle span"
"n",349369,0,0,"stroke2"
"n",349520,0,0,"keystroke key_stroke"
"n",349705,0,0,"wriggle wiggle squirm"
"n",349886,0,0,"change_of_course"
"n",350030,0,0,"turning turn"
"n",350380,0,0.125,"diversion divagation digression deviation deflexion deflection"
"n",350878,0,0,"red_herring"
"n",351000,0,0,"right"
"n",351168,0,0,"left"
"n",351334,0,0,"tacking tack"
"n",351485,0,0,"change_of_magnitude"
"n",351638,0,0,"step-down reduction diminution decrease"
"n",352331,0,0,"cut9"
"n",352585,0,0,"budget_cut"
"n",352683,0,0,"salary_cut pay_cut"
"n",352778,0,0,"cost_cutting"
"n",352861,0,0.25,"price_cutting price_cut"
"n",353013,0,0,"spending_cut"
"n",353100,0,0,"tax_cut"
"n",353249,0.125,0.125,"moderation mitigation"
"n",353469,0,0.25,"lowering"
"n",353611,0,0,"tapering"
"n",353782,0,0,"cutback"
"n",353903,0,0,"service_cutback"
"n",353992,0.125,0,"devaluation"
"n",354183,0,0,"devitalization devitalisation"
"n",354342,0,0,"evisceration"
"n",354583,0,0,"palliation mitigation extenuation"
"n",354785,0,0.375,"spasmolysis"
"n",354884,0.125,0,"relief easing easement alleviation"
"n",355252,0,0,"de-escalation"
"n",355420,0,0,"detente"
"n",355547,0,0.75,"palliation"
"n",355691,0,0,"relaxation liberalization liberalisation"
"n",355919,0,0.375,"minimization minimisation"
"n",356199,0,0,"depletion"
"n",356367,0,0,"using_up expenditure consumption"
"n",356516,0,0,"burnup"
"n",356621,0.125,0,"exhaustion"
"n",356790,0,0,"compression compressing"
"n",357023,0,0,"squeezing squeeze"
"n",357275,0,0,"tweak pinch"
"n",357451,0,0,"decompression decompressing"
"n",357680,0,0,"condensing condensation"
"n",357906,0,0,"thickening inspissation"
"n",358089,0,0,"crush crunch compaction"
"n",358290,0,0,"pulverization pulverisation mill grind"
"n",358528,0,0,"expression"
"n",358702,0,0,"extrusion expulsion"
